1781301369987,1,6188,-896,-1919,57,-3.0953,-3.0953
1781301370161,1,6120,-880,-1908,138,3.0035,3.0035
1781301370572,1,6033,-866,-1912,252,2.9956,2.9956
1781301370644,1,5985,-860,-1905,290,3.0013,3.0013
1781301370646,1,5926,-865,-1927,337,3.0619,3.0619
1781301371096,1,5853,-892,-1932,400,-3.0895,-3.0895
1781301371191,1,5787,-905,-1934,442,-3.0535,-3.0535
1781301371245,1,5694,-927,-1936,522,-3.0111,-3.0111
1781301371667,1,5614,-939,-1928,567,-3.0078,-3.0078
1781301371912,1,5523,-942,-1898,620,-3.0323,-3.0323
1781301372062,1,5436,-914,-1868,657,-3.1209,-3.1209
1781301372419,1,5357,-896,-1879,677,3.117,3.117
1781301372650,1,5302,-873,-1869,659,3.066,3.066
1781301372955,1,5279,-851,-1855,596,3.0158,3.0158
1781301373013,1,5204,-851,-1862,618,3.0395,3.0395
1781301373134,1,5159,-856,-1877,591,3.0637,3.0637
1781301373156,1,5038,-884,-1883,686,-3.136,-3.136
1781301373210,1,4935,-921,-1886,740,-3.0604,-3.0604
1781301373343,1,4818,-939,-1883,809,-3.0428,-3.0428
1781301373345,1,4724,-926,-1891,827,-3.0844,-3.0844
1781301373632,1,4637,-901,-1897,833,-3.1405,-3.1405
1781301373738,1,4539,-878,-1887,856,3.1004,3.1004
1781301373784,1,4469,-853,-1876,835,3.0595,3.0595
1781301373949,1,4387,-855,-1879,832,3.0754,3.0754
1781301374242,1,4281,-882,-1889,865,3.1371,3.1371
1781301374288,1,4186,-898,-1895,879,-3.1178,-3.1178
1781301374331,1,4065,-908,-1870,929,-3.1055,-3.1055
1781301374565,1,3963,-913,-1844,944,-3.1032,-3.1032
1781301374735,1,3836,-902,-1828,993,-3.1282,-3.1282
1781301375089,1,3749,-878,-1830,975,3.1145,3.1145
1781301375435,1,3643,-870,-1832,988,3.1071,3.1071
1781301375655,1,3575,-866,-1849,940,3.1049,3.1049
1781301375736,1,3474,-884,-1845,952,3.1403,3.1403
1781301375836,1,3378,-895,-1833,953,-3.125,-3.125
1781301375901,1,3287,-902,-1841,945,-3.1169,-3.1169
1781301375905,1,3194,-904,-1844,943,-3.1164,-3.1164
1781301375940,1,3125,-897,-1848,904,-3.1311,-3.1311
1781301375981,1,3065,-883,-1855,857,3.1252,3.1252
1781301375998,1,3009,-863,-1853,811,3.0885,3.0885
1781301376010,1,2950,-853,-1849,779,3.0745,3.0745
1781301376087,1,2825,-936,-1853,854,-3.0415,-3.0415
1781301376145,1,2740,-945,-1853,854,-3.0415,-3.0415
1781301376171,1,2702,-916,-1848,782,-3.1022,-3.1022
1781301376433,1,2623,-933,-1844,784,-3.0765,-3.0765
