1781291853683,1,1781,-1907,-2208,66,-1.3808,-1.3808
1781291853697,1,1783,-1914,-2208,66,-1.3808,-1.3808
1781291853709,1,1784,-1920,-2208,66,-1.3808,-1.3808
1781291853884,1,1785,-1927,-2207,66,-1.3808,-1.3808
1781291853891,1,1786,-1933,-2207,66,-1.3808,-1.3808
1781291853898,1,1788,-1940,-2207,66,-1.3808,-1.3808
1781291853904,1,1789,-1946,-2207,66,-1.3808,-1.3808
1781291853971,1,1790,-1953,-2206,66,-1.3808,-1.3808
1781291853985,1,1791,-1959,-2206,66,-1.3808,-1.3808
1781291859269,6,1848,-1995,-2202,0,0.0,0.0
1781291859296,6,1848,-1995,-2202,0,0.0,0.0
1781291859408,6,1848,-1995,-2202,0,0.0,0.0
1781291859414,6,1848,-1995,-2202,0,0.0,0.0
1781291859421,6,1848,-1995,-2202,0,0.0,0.0
1781291859455,6,1848,-1995,-2202,0,0.0,0.0
1781291859613,6,1848,-1995,-2202,0,0.0,0.0
1781291859619,6,1848,-1995,-2202,0,0.0,0.0
1781291859625,6,1848,-1995,-2202,0,0.0,0.0
1781291859730,7,1833,-1953,-2196,0,0.0,0.0
1781291859779,7,1833,-1953,-2196,0,0.0,0.0
1781291859920,7,1833,-1953,-2196,0,0.0,0.0
1781291859926,7,1833,-1953,-2196,0,0.0,0.0
1781291859932,7,1833,-1953,-2196,0,0.0,0.0
1781291859941,7,1846,-1989,-2201,42,-1.224,-1.224
1781291860023,7,1847,-1993,-2201,42,-1.224,-1.224
1781291860028,7,1849,-1997,-2202,42,-1.224,-1.224
1781291860048,7,1850,-2001,-2202,42,-1.224,-1.224
1781291860126,7,1852,-2005,-2203,42,-1.224,-1.224
1781291860172,7,1853,-2009,-2203,42,-1.224,-1.224
1781291860179,7,1854,-2013,-2204,42,-1.224,-1.224
1781291860211,7,1856,-2017,-2204,42,-1.224,-1.224
1781291860257,7,1834,-1958,-2197,22,1.9176,1.9176
1781291860330,7,1834,-1955,-2196,22,1.9176,1.9176
1781291860337,7,1833,-1953,-2196,22,1.9176,1.9176
1781291860377,7,1832,-1951,-2196,22,1.9176,1.9176
1781291860410,7,1831,-1949,-2195,22,1.9176,1.9176
1781291860535,7,1831,-1947,-2195,22,1.9176,1.9176
1781291862897,8,1825,-1792,-2190,0,0.0,0.0
1781291862917,8,1825,-1792,-2190,0,0.0,0.0
1781291862947,8,1825,-1792,-2190,0,0.0,0.0
1781291863095,8,1725,-1938,-2206,197,-2.1738,-2.1738
1781291863102,8,1714,-1954,-2208,197,-2.1738,-2.1738
1781291863108,8,1703,-1970,-2210,197,-2.1738,-2.1738
1781291863113,8,1692,-1987,-2212,197,-2.1738,-2.1738
1781291863197,8,1681,-2003,-2214,197,-2.1738,-2.1738
1781291863227,8,1669,-2019,-2216,197,-2.1738,-2.1738
1781291863238,8,1705,-1723,-2204,192,1.893,1.893
1781291863263,8,1699,-1705,-2205,192,1.893,1.893
1781291863407,8,1705,-1690,-2204,184,1.8149,1.8149
1781291863414,8,1774,-1743,-2195,97,0.8739,0.8739
1781291863420,8,1781,-1736,-2194,97,0.8739,0.8739
1781291863426,8,1787,-1728,-2193,97,0.8739,0.8739
1781291863505,8,1793,-1721,-2192,97,0.8739,0.8739
1781291863574,8,1712,-1938,-2208,218,-1.799,-1.799
1781291863580,8,1707,-1960,-2209,218,-1.799,-1.799
1781291863586,8,1702,-1981,-2210,218,-1.799,-1.799
1781291867806,9,1801,-1950,-2126,0,0.0,0.0
1781291867847,9,1801,-1950,-2126,0,0.0,0.0
1781291867868,9,1801,-1950,-2126,0,0.0,0.0
1781291867874,9,1801,-1950,-2126,0,0.0,0.0
1781291868010,9,1801,-1950,-2126,0,0.0,0.0
1781291868016,9,1801,-1950,-2126,0,0.0,0.0
1781291868023,9,1801,-1950,-2126,0,0.0,0.0
1781291868030,9,1801,-1950,-2126,0,0.0,0.0
1781291868112,9,1801,-1950,-2126,0,0.0,0.0
1781291869553,11,1542,-1634,-2209,0,0.0,0.0
1781291869583,11,1542,-1634,-2209,0,0.0,0.0
1781291869612,11,1542,-1634,-2209,0,0.0,0.0
1781291869751,11,1542,-1634,-2209,0,0.0,0.0
1781291869758,11,1542,-1634,-2209,0,0.0,0.0
1781291869764,11,1542,-1634,-2209,0,0.0,0.0
1781291869773,11,1542,-1634,-2209,0,0.0,0.0
1781291869818,11,1542,-1634,-2209,0,0.0,0.0
1781291869854,11,1542,-1634,-2209,0,0.0,0.0
1781291872678,13,1548,-1883,-2207,86,-1.7566,-1.7566
1781291872702,13,1544,-1903,-2207,99,-1.7566,-1.7566
1781291872822,13,1542,-1913,-2207,99,-1.7566,-1.7566
1781291872828,13,1540,-1923,-2207,99,-1.7566,-1.7566
1781291872834,13,1539,-1932,-2207,99,-1.7566,-1.7566
1781291872862,13,1537,-1942,-2207,99,-1.7566,-1.7566
1781291872925,13,1535,-1952,-2207,99,-1.7566,-1.7566
1781291872946,13,1533,-1961,-2207,99,-1.7566,-1.7566
1781291872986,13,1531,-1971,-2207,99,-1.7566,-1.7566
1781291873022,13,1529,-1981,-2207,99,-1.7566,-1.7566
1781291873141,14,1680,-1636,-2204,8,-0.5758,-0.5758
1781291873185,14,1681,-1637,-2204,8,-0.5758,-0.5758
1781291873233,14,1682,-1637,-2204,8,-0.5758,-0.5758
1781291873253,14,1576,-1846,-2206,262,-2.0116,-2.0116
1781291873294,14,1565,-1869,-2207,262,-2.0116,-2.0116
1781291873443,14,1649,-1715,-2205,24,0.4667,0.4667
1781291873449,14,1652,-1714,-2205,24,0.4667,0.4667
1781291873454,14,1654,-1713,-2205,24,0.4667,0.4667
1781291873461,14,1656,-1712,-2205,24,0.4667,0.4667
1781291873499,14,1810,-1842,-2159,264,-0.6263,-0.6263
1781291873551,14,1831,-1857,-2153,264,-0.6263,-0.6263
1781291873570,14,1853,-1873,-2147,264,-0.6263,-0.6263
1781291873608,14,1874,-1888,-2141,264,-0.6263,-0.6263
1781291873745,14,1896,-1904,-2135,264,-0.6263,-0.6263
1781291873751,14,1917,-1919,-2129,264,-0.6263,-0.6263
1781291873756,14,1713,-1670,-2196,133,1.7895,1.7895
1781291873766,14,1710,-1657,-2198,133,1.7895,1.7895
1781291873846,14,1795,-1644,-2206,156,0.9863,0.9863
1781291873854,14,1804,-1631,-2209,156,0.9863,0.9863
1781291873887,14,1812,-1618,-2212,156,0.9863,0.9863
1781291873923,14,1821,-1605,-2214,156,0.9863,0.9863
1781291874054,14,1829,-1592,-2217,156,0.9863,0.9863
1781291874060,14,1838,-1579,-2220,156,0.9863,0.9863
1781291874065,14,1847,-1566,-2223,156,0.9863,0.9863
1781291874091,14,1855,-1553,-2225,156,0.9863,0.9863
1781291874135,14,1864,-1540,-2228,156,0.9863,0.9863
1781291878182,18,1859,-1991,-2203,0,0.0,0.0
1781291878353,18,1859,-1991,-2203,0,0.0,0.0
1781291878359,18,1859,-1991,-2203,0,0.0,0.0
1781291878363,18,1859,-1991,-2203,0,0.0,0.0
1781291878369,18,1859,-1991,-2203,0,0.0,0.0
1781291878404,18,1859,-1991,-2203,0,0.0,0.0
1781291878558,18,1859,-1991,-2203,0,0.0,0.0
1781291878564,18,1859,-1991,-2203,0,0.0,0.0
1781291878570,18,1859,-1991,-2203,0,0.0,0.0
1781291880201,19,1767,-1988,-2208,0,0.0,0.0
1781291880206,19,1767,-1988,-2208,0,0.0,0.0
1781291880210,19,1767,-1988,-2208,0,0.0,0.0
1781291880322,19,1767,-1988,-2208,0,0.0,0.0
1781291880329,19,1767,-1988,-2208,0,0.0,0.0
1781291880349,19,1767,-1988,-2208,0,0.0,0.0
1781291880358,19,1767,-1988,-2208,0,0.0,0.0
1781291880507,19,1767,-1988,-2208,0,0.0,0.0
1781291880514,19,1568,-1661,-2219,378,2.1189,2.1189
1781291880520,19,834,-1354,-1647,1295,2.5961,2.5961
1781291880526,19,1195,-1486,-1942,545,2.3887,2.3887
1781291880708,19,1498,-1751,-2084,186,-0.6311,-0.6311
1781291880715,19,891,-1441,-1649,951,2.6956,2.6956
1781291880722,19,585,-1278,-1422,1356,2.677,2.677
1781291880727,19,433,-1188,-1313,1422,2.6634,2.6634
1781291880810,19,306,-1122,-1220,1422,2.6634,2.6634
1781291880816,19,341,-1143,-1241,1152,2.6668,2.6668
1781291880823,19,348,-1214,-1313,924,2.7639,2.7639
1781291880839,19,347,-1181,-1278,804,2.7062,2.7062
1781291881020,19,988,-1420,-1781,380,-0.22,-0.22
1781291881027,19,709,-1374,-1615,118,3.1316,3.1316
1781291881035,19,546,-1333,-1506,357,2.9607,2.9607
1781291881042,19,464,-1313,-1450,434,2.9401,2.9401
1781291881117,19,410,-1240,-1358,480,2.7428,2.7428
1781291881132,19,408,-1272,-1394,392,2.8649,2.8649
1781291881140,19,433,-1307,-1432,282,3.0104,3.0104
1781291881155,19,434,-1319,-1440,235,3.0867,3.0867
1781291881322,19,412,-1242,-1354,266,2.6333,2.6333
1781291881330,19,499,-1301,-1436,64,2.8697,2.8697
1781291881341,19,507,-1321,-1465,43,-2.7628,-2.7628
1781291881504,19,469,-1317,-1455,93,-3.0617,-3.0617
1781291881513,19,550,-1347,-1437,70,-0.8349,-0.8349
1781291881523,19,608,-1363,-1434,146,-0.4865,-0.4865
1781291881531,19,622,-1370,-1426,147,-0.4843,-0.4843
1781291881635,19,536,-1351,-1440,36,-2.218,-2.218
1781291881635,20,1840,-1812,-2142,0,0.0,0.0
1781291881645,19,599,-1364,-1436,90,-0.5135,-0.5135
1781291881645,20,1840,-1812,-2142,0,0.0,0.0
1781291881655,19,607,-1368,-1434,90,-0.5135,-0.5135
1781291881655,20,1840,-1812,-2142,0,0.0,0.0
